small round bright-colored and spotted beetle that usually feeds on aphids and other insect pests,"['a variety of ladybug', 'introduced into the United States from Mexico; feeds on the foliage of the bean plant', 'red ladybug with a black spot on each wing', 'native to Australia; introduced elsewhere to control scale insects']"
any of numerous species of stout-bodied beetles having heads with horny spikes,"['any of numerous beetles that roll balls of dung on which they feed and in which they lay eggs', 'small metallic green and brown beetle native to eastern Asia; serious plant pest in North America', 'any of various large usually brown North American leaf-eating beetles common in late spring; the larvae feed on roots of grasses etc.', 'any of various beetles of the family (or subfamily) Melolonthidae', 'introduced into United States from the Orient; larvae feed on roots of sugarcane and other grasses', 'any of various large chiefly tropical beetles having horns on the head; pest on coconuts', 'a common metallic green European beetle: larvae feed on plant roots and adults on leaves and flowers of e.g. roses']"
any of several families of mostly small beetles that feed on plants and plant products; especially snout beetles and seed beetles,"['greyish weevil that lays its eggs in cotton bolls destroying the cotton', 'sluggish hard-bodied black terrestrial weevil whose larvae feed on e.g. decaying plant material or grain', 'brown weevil that infests stored grain especially rice', 'a small beetle that infests the seeds of legumes', 'small weevil having a prolonged snout; destructive to e.g. grains and nuts']"
wingless usually flattened bloodsucking insect parasitic on warm-blooded animals,"['a parasitic louse that infests the body of human beings', 'head or body louse', 'a louse that infests the pubic region of the human body', 'infests the head and body of humans']"
any wingless bloodsucking parasitic insect noted for ability to leap,"['flea that breeds chiefly on cats and dogs and rats', 'small tropical flea; the fertile female burrows under the skin of the host including humans', 'flea that attacks dogs and cats', 'the most common flea attacking humans', 'parasitic on especially the heads of chickens']"
insects having usually a single pair of functional wings (anterior pair) with the posterior pair reduced to small knobbed structures and mouth parts adapted for sucking or lapping or piercing,"['long-legged slender flies that resemble large mosquitoes but do not bite', 'two-winged insects characterized by active flight', 'any of numerous small insects whose larvae feed on fruits', 'minute blackish gregarious flies destructive to mushrooms and seedlings', 'mosquito-like insect whose larvae feed on fungi or decaying vegetation', 'fragile mosquito-like flies that produce galls on plants', 'any of various small biting flies: midges; biting midges; black flies; sand flies', 'bloodsucking dipterous fly parasitic on birds and mammals', 'two-winged insect whose female has a long proboscis to pierce the skin and suck the blood of humans and animals', 'swift predatory fly having a strong body like a bee with the proboscis hardened for sucking juices of other insects captured on the wing']"
any of numerous small insects whose larvae feed on fruits,"['larvae bore into and feed on apples', 'small fruit fly used by Thomas Hunt Morgan in studying basic mechanisms of inheritance', 'small black-and-white fly that damages citrus and other fruits by implanting eggs that hatch inside the fruit', 'flies whose larvae feed on pickles and imperfectly sealed preserves']"
two-winged insect whose female has a long proboscis to pierce the skin and suck the blood of humans and animals,"['any mosquito of the genus Anopheles', 'striped native of Japan thriving in southwestern and midwestern United States and spreading to the Caribbean; potential carrier of serious diseases', 'common house mosquito', 'widespread tropical mosquito that transmits filarial worms', '(British usage) mosquito', 'transmits the malaria parasite', 'mosquito that transmits yellow fever and dengue']"
any of various small biting flies: midges; biting midges; black flies; sand flies,"['small blackish stout-bodied biting fly having aquatic larvae; sucks the blood of birds as well as humans and other mammals', 'minute two-winged mosquito-like fly lacking biting mouthparts; appear in dancing swarms especially near water', 'a fly of the family Psychodidae', 'minute two-winged insect that sucks the blood of mammals and birds and other insects', 'any of various small dipterous flies; bloodsucking females can transmit sandfly fever and leishmaniasis']"
insects having two pairs of membranous wings and an ovipositor specialized for stinging or piercing,"['social insect living in organized colonies; characteristically the males and fertile queen have wings during breeding season; wingless sterile females are the workers', 'any of numerous hairy-bodied insects including social and solitary species', 'any of various tiny insects whose larvae are parasites on eggs and larvae of other insects; many are beneficial in destroying injurious insects', 'hymenopterous insect that resembles a wasp and whose larvae are parasitic on caterpillars and other insect larvae', 'a family of wasps', 'insect whose female has a saw-like ovipositor for inserting eggs into the leaf or stem tissue of a host plant', 'social or solitary hymenopterans typically having a slender body with the abdomen attached by a narrow stalk and having a formidable sting']"
any of numerous hairy-bodied insects including social and solitary species,"['a bee that is a member of the genus Andrena', 'robust hairy social bee of temperate regions', 'large solitary bee that lays eggs in tunnels bored into wood or plant stems', 'a bee that is parasitic in the nests of bumblebees', 'stingless male bee in a colony of social bees (especially honeybees) whose sole function is to mate with the queen', 'social bee often domesticated for the honey it produces', 'bee that cuts rounded pieces from leaves and flowers to line its nest', 'any of numerous solitary bees that build nests of hardened mud and sand', 'a common solitary bee important for pollinating alfalfa in the western United States', 'solitary bee that builds nests of mud or pebbles cemented together and attached to a plant']"
social bee often domesticated for the honey it produces,"['a strain of bees that originated in Brazil in the 1950s as a cross between an aggressive African bee and a honeybee; retains most of the traits of the African bee; now spread as far north as Texas', 'dark-colored ill-tempered honeybee supposedly of German origin', 'greyish highly productive European honeybee that has a quiet disposition', 'yellowish honeybee resembling the Carniolan bee in its habits']"
social or solitary hymenopterans typically having a slender body with the abdomen attached by a narrow stalk and having a formidable sting,"['small solitary wasp that produces galls on oaks and other plants', 'any of various solitary wasps', 'a solitary wasp of the family Mutillidae; the body has a coat of brightly colored velvety hair and the females are wingless', 'mostly social nest-building wasps']"
mostly social nest-building wasps,"['a variety of vespid wasp', 'large stinging paper wasp', 'any of various solitary wasps that construct nests of hardened mud for their young', 'any of several social wasps that construct nests of a substance like paper', 'any of various solitary wasps that construct vase-shaped cells of mud for their eggs']"
social insect living in organized colonies; characteristically the males and fertile queen have wings during breeding season; wingless sterile females are the workers,"['tropical nomadic ant that preys mainly on other insects', 'any of the large fierce Australian ants of the genus Myrmecia', 'ant that nests in decaying wood in which it bores tunnels for depositing eggs', 'omnivorous ant of tropical and subtropical America that can inflict a painful sting', 'tiny glossy black ant; nests outdoors but invades houses for food', 'small red ant of warm regions; a common household pest', 'an ant that attacks colonies of other ant species and carries off the young to be reared as slave ants', 'any of various ants captured as larvae and enslaved by another species', 'reddish-brown European ant typically living in anthills in woodlands']"
whitish soft-bodied ant-like social insect that feeds on wood,"['any of various termites that live in and feed on dry wood that is not connected with the soil', 'Australian termite; sole living species of Mastotermes; called a living fossil; apparent missing link between cockroaches and termites', 'extinct termite found in amber in the Dominican Republic', 'an extinct termite found in amber in southern Mexico', 'destructive United States termite', 'destructive European termite']"
leaping insect; male makes chirping noises by rubbing the forewings together,"['lives in human dwellings; naturalized in parts of America', 'common American black cricket; attacks crops and also enters dwellings', 'digs in moist soil and feeds on plant roots', 'pale arboreal American cricket noted for loud stridulation']"
any of numerous chiefly nocturnal insects; some are domestic pests,"['large reddish brown free-flying cockroach originally from southern United States but now widely distributed', 'widely distributed in warm countries', 'small light-brown cockroach brought to United States from Europe; a common household pest', 'large tropical American cockroaches', 'dark brown cockroach originally from orient now nearly cosmopolitan in distribution']"
insects with sucking mouthparts and forewings thickened and leathery at the base; usually show incomplete metamorphosis,"['predaceous aquatic insect that swims on its back and may inflict painful bites', 'bug of temperate regions that infests especially beds and feeds on human blood', 'a true bug', 'small bright-colored insect that feeds on plant juices', 'a true bug: usually bright-colored; pest of cultivated crops and some fruit trees', 'any of various insects of the order Hemiptera and especially of the suborder Heteroptera']"
true bugs: insects whose forewings are membranous but have leathery tips,"['a true bug: long-legged predacious bug living mostly on other insects; a few suck blood of mammals', 'a true bug: bug that damages and stains the lint of developing cotton', 'a true bug: brightly colored bug that can exude a stain', 'a true bug: large aquatic bug adapted to living in or on the surface of water']"
a true bug: large aquatic bug adapted to living in or on the surface of water,"['large water bug with piercing and sucking mouthparts; feeds on young fishes', 'carnivorous aquatic bug having paddle-like hind legs', 'long-legged aquatic insect having the front legs fitted for seizing and holding prey and the abdomen extended by a long breathing tube', 'long-legged bug that skims about on the surface of water']"
insects having membranous forewings and hind wings,"['stout-bodied insect with large membranous wings; male has drum-like organs for producing a high-pitched drone', 'scale insects and mealybugs', 'small leaping insect that sucks the juices of plants', 'related to the leafhoppers and spittlebugs but rarely damages cultivated plants', 'any of several small insects especially aphids that feed by sucking the juices from plants', 'small leaping herbivorous insect that lives in a mass of protective froth which it and its larvae secrete', 'minute insect that feeds on plant juices; related to scale insects']"
small homopterous insect that usually lives and feeds on plants and secretes a protective waxy covering,"['insect having a firm covering of wax especially in the female', 'Mexican red scale insect that feeds on cacti; the source of a red dye', 'an insect active in all stages', 'any of various insects that secrete a waxy substance']"
any of several small insects especially aphids that feed by sucking the juices from plants,"['any of various insects that feed and form galls on conifers', 'any of various small plant-sucking insects', 'destructive to various grape plants', 'small active cicada-like insect with hind legs adapted for leaping; feeds on plant juices', 'a black plant louse that lives on oaks and dogwoods']"
any of various small plant-sucking insects,"['excretes a honeylike substance eaten by ants', 'bright green aphid; feeds on and causes curling of apple leaves', 'blackish aphid that infests e.g. beans and sugar beets', 'greenish aphid; pest on garden and crop plants', 'secretes a waxy substance like a mass of fine curly white cotton or woolly threads']"
any of various insects that feed and form galls on conifers,"['a variety of adelgid', 'a variety of adelgid', 'a variety of adelgid', 'an insect that feeds on hemlocks; its egg sacs are small fuzzy white balls like artificial snow on a Christmas tree']"
small leaping herbivorous insect that lives in a mass of protective froth which it and its larvae secrete,"['a variety of spittlebug', 'North American insect that severely damages grasses', 'North American insect that attacks pines', 'feeds on pines in northern United States']"
insect having biting mouthparts and four large membranous wings with netlike veins,"['dark-colored insect having predaceous aquatic larvae', 'winged insect resembling a dragonfly; the larvae (doodlebugs) dig conical pits where they wait to catch e.g. ants', 'large soft-bodied insect having long slender mandibles in the male; aquatic larvae often used as bait', 'similar to but smaller than the dobsonfly; larvae are used as fishing bait', 'any of two families of insects with gauzy wings (Chrysopidae and Hemerobiidae); larvae feed on insect pests such as aphids', 'insect that resembles a mantis; larvae are parasites in the nests of spiders and wasps', 'predatory insect of western North America having a long necklike prothorax', 'hairy-bodied insect whose larvae feed on freshwater sponges']"
diurnal insect typically having a slender body with knobbed antennae and broad colorful wings,"['large tropical butterfly with degenerate forelegs and an unpleasant taste', 'any of various butterflies of the family Lycaenidae', 'medium to large butterflies found worldwide typically having brightly colored wings and much-reduced nonfunctional forelegs carried folded on the breast', 'any of numerous pale-colored butterflies having three pairs of well-developed legs', 'any of various butterflies belonging to the family Satyridae', 'any of numerous yellow or orange butterflies']"
medium to large butterflies found worldwide typically having brightly colored wings and much-reduced nonfunctional forelegs carried folded on the breast,"['any of several brightly colored butterflies', 'nymphalid butterfly having angular notches on the outer edges of the forewings', 'North American butterfly with blue-black wings crossed by a broad white band', 'anglewing butterfly with a comma-shaped mark on the underside of each hind wing', 'large richly colored butterfly', 'butterfly with brownish wings marked with black and silver', 'of temperate regions; having dark purple wings with yellow borders', 'American butterfly having dark brown wings with white and golden orange spots', 'European butterfly having reddish-brown wings each marked with a purple eyespot', 'similar to the banded purple but with red spots on underwing surfaces', 'of temperate Europe and Asia; having black wings with red and white markings', 'brilliantly colored; larvae feed on nettles', 'showy American butterfly resembling the monarch but smaller', 'Eurasian butterfly with brown wings and white markings']"
typically crepuscular or nocturnal insect having a stout body and feathery or hairlike antennae,"['stout-bodied broad-winged moth with conspicuously striped or spotted wings; larvae are hairy caterpillars', 'moderate-sized Asiatic moth whose larvae feed on mulberry leaves and produce silk', 'small slender-winged moths whose larvae are agricultural pests', 'slender-bodied broad-winged moth whose larvae are called measuring worms', 'any of various moths with long narrow forewings capable of powerful flight and hovering over flowers to feed', 'medium-sized stout-bodied neutral-colored moths with comb-like antennae', 'dull-colored moth whose larvae have tufts of hair on the body and feed on the leaves of many deciduous trees', 'any of various moths that have powdery wings', 'usually dull-colored medium-sized nocturnal moth; the usually smooth-bodied larvae are destructive agricultural pests', 'usually tropical slender-bodied long-legged moth whose larvae are crop pests', 'large brightly colored and usually tropical moth; larvae spin silken cocoons', 'moth whose larvae are tent caterpillars', 'small dull-colored moth with chewing mouthparts', 'any of numerous small moths having lightly fringed wings; larvae are leaf rollers or live in fruits and galls']"
any of numerous small moths having lightly fringed wings; larvae are leaf rollers or live in fruits and galls,"['a small grey moth whose larvae live in apples and English walnuts', 'moth whose larvae form nests by rolling and tying leaves with spun silk', 'California moth whose larvae live in especially oranges', 'small Indian moth infesting e.g. tea and coffee plants']"
usually tropical slender-bodied long-legged moth whose larvae are crop pests,"['a moth whose larvae feed on and mat together with webbing various stored products of vegetable origin', 'moth whose larvae live in and feed on bee honeycombs', 'native to Europe; in America the larvae bore into the stem and crown of corn and other plants', 'small moth whose larvae damage stored grain and flour', 'moth whose larvae attack dried fruits and cereal products', 'small moth whose larvae feed on tobacco and other dried plant products']"
usually dull-colored medium-sized nocturnal moth; the usually smooth-bodied larvae are destructive agricultural pests,"['European moth with white antler-like markings on the forewings; the larvae damage pastures and grasslands', 'moth whose destructive larvae travel in multitudes', 'medium-sized moth whose larvae are corn earworms', 'moth whose larvae are beet armyworms', 'moth whose larvae are fall armyworms', 'moth having dull forewings and brightly colored hind wings']"
large brightly colored and usually tropical moth; larvae spin silken cocoons,"['North American silkworm moth; larvae feed on the leaves of forest trees', 'large moth of temperate forests of Eurasia having heavily scaled transparent wings', 'any silkworm moth of the family Saturniidae', 'large American moth having yellow wings with purplish or brownish markings; larvae feed on e.g. maple and pine trees', 'large yellow American moth having a large eyelike spot on each hind wing; the larvae have stinging spines', 'large pale-green American moth with long-tailed hind wings and a yellow crescent-shaped mark on each forewing', 'a Chinese moth that produces a brownish silk', 'very large yellowish-brown American silkworm moth with large eyespots on hind wings; larvae feed on fruit and shade trees', 'oriental moth that produces brownish silk']"
medium-sized stout-bodied neutral-colored moths with comb-like antennae,"['moth having nonfunctional mouthparts as adults; larvae feed on tree foliage and spin egg-shaped cocoons', 'medium-sized hairy moths; larvae are lappet caterpillars', 'moth whose gregarious larvae spin webs resembling carpets', 'a variety of moth that spins a web in which it lives']"
a wormlike and often brightly colored and hairy or spiny larva of a butterfly or moth,"['noctuid moth larvae that travel in multitudes destroying especially grass and grain', 'moth larva that eats foliage of beets and other vegetables', 'any of various moth caterpillars that destroy cotton bolls', 'toxic green larva of a cabbage butterfly', 'green caterpillar of a geometrid moth; pest of various fruit and shade trees', 'larva of the European corn borer moth; a serious pest of maize', 'North American moth whose larvae feed on young plant stems cutting them off at the ground', 'larva of a migratory American noctuid moth; destroys grasses and small grains', 'larva of a lappet moth', 'small hairless caterpillar having legs on only its front and rear segments; mostly larvae of moths of the family Geometridae', 'larva of potato moth; mines in leaves and stems of e.g. potatoes and tobacco', 'the commercially bred hairless white caterpillar of the domestic silkworm moth which spins a cocoon that can be processed to yield silk fiber; the principal source of commercial silk', 'larva of a saturniid moth; spins a large amount of strong silk in constructing its cocoon', 'the larvae of moths that build and live in communal silken webs in orchard and shade trees', 'large green white-striped hawkmoth larva that feeds on tobacco and related plants; similar to tomato hornworm', 'large green white-striped hawkmoth larva that feeds on tomato and potato plants; similar to tobacco hornworm', 'larva of a tussock moth', 'several gregarious moth larvae that spin webs over foliage on which they feed', 'caterpillar of numerous moths characterized by a dense coat of woolly hairs; feed on plants and some are destructive pests']"
the immature free-living form of most invertebrates and amphibians and fish which at hatching from the egg is fundamentally unlike its parent and must metamorphose,"['carnivorous larva of lacewing flies', 'free-swimming larva of ascidians; they have a tail like a tadpole that contains the notochord', 'encysted saclike larva of the tapeworm', 'botfly larva; typically develops inside the body of a horse or sheep or human', 'insect larva that constructs a protective case around its body', 'a wormlike and often brightly colored and hairy or spiny larva of a butterfly or moth', 'tadpole-shaped parasitic larva of a trematode worm; tail disappears in adult stage', 'the larva of any of several insects', 'a soft thick wormlike larva of certain beetles and other insects', 'large brown aquatic larva of the dobsonfly; used as fishing bait', 'slender transparent larva of eels and certain fishes', 'the larva of beetles of the family Tenebrionidae', 'a larva of an insect with incomplete metamorphosis (as the dragonfly or mayfly)', 'larva of chalcid flies injurious to the straw of wheat and other grains', 'a larval frog or toad', 'larva of a mosquito', 'wormlike larva of various elaterid beetles; feeds on roots of many crop plants']"
a genus of echinoderms,"['a genus of echinoderms of the family Antedonidae', 'includes many of the basket stars', 'basket stars', 'basket stars', 'type genus of the Holothuridae', 'sea lilies']"
marine invertebrates with tube feet and five-part radially symmetrical bodies,"['any starfish-like animal of the genera Euryale or Astrophyton or Gorgonocephalus having slender complexly branched interlacing arms radiating from a central disc', 'an animal resembling a starfish with fragile whiplike arms radiating from a small central disc', 'primitive echinoderms having five or more feathery arms radiating from a central disk', 'echinoderm having a flexible sausage-shaped body, tentacles surrounding the mouth and tube feet; free-living mud feeders', 'shallow-water echinoderms having soft bodies enclosed in thin spiny globular shells', 'echinoderms characterized by five arms extending from a central disk']"
any of various burrowing animals of the family Leporidae having long ears and short tails; some domesticated and raised for pets or food,"['domestic breed of rabbit with long white silky hair', 'red breed of domestic rabbits; hybrid between Old World rabbit and hare', '(usually informal) especially a young rabbit', 'common greyish-brown burrowing animal native to southern Europe and northern Africa but introduced elsewhere; widely domesticated and developed in various colors and for various needs; young are born naked and helpless', 'castrated male rabbit', 'the long ears of a rabbit', 'common small rabbit of North America having greyish or brownish fur and a tail with a white underside; a host for Ixodes pacificus and Ixodes scapularis (Lyme disease ticks)']"
swift timid long-eared mammal larger than a rabbit having a divided upper lip and long hind legs; young born furred and with open eyes,"['large hare introduced in North America; does not turn white in winter', 'large hare of western North America', 'a young hare especially one in its first year', 'a large hare of northern North America; it is almost completely white in winter', 'large large-footed North American hare; white in winter']"
relatively small placental mammals having a single pair of constantly growing incisor teeth specialized for gnawing,"['ratlike rodent with soft fur and large ears of the Andes', 'agile long-legged rabbit-sized rodent of Central America and South America and the West Indies; valued as food', 'large semiaquatic rodent with webbed hind feet and a broad flat tail; construct complex dams and underwater lodges', 'pig-sized tailless South American amphibious rodent with partly webbed feet; largest living rodent', 'short-tailed rough-haired South American rodent', 'small rodent with soft pearly grey fur; native to the Andes but bred in captivity for fur', 'destructive long-haired burrowing rat of southern North America and Central America', 'aquatic South American rodent resembling a small beaver; bred for its fur', 'small furry-tailed squirrel-like Old World rodent that becomes torpid in cold weather', 'small Old World burrowing desert rodent with long soft pale fur and hind legs adapted for leaping', 'short-tailed Old World burrowing rodent with large cheek pouches', 'mouselike jumping rodent', 'any of several primitive mouselike rodents with long hind legs and no cheek pouches; of woodlands of Eurasia and North America', 'any of various short-tailed furry-footed rodents of circumpolar distribution', 'hare-like rodent of the pampas of Argentina', 'stocky coarse-furred burrowing rodent with a short bushy tail found throughout the northern hemisphere; hibernates in winter', 'African rodent resembling a mole in habits and appearance', 'furry short-limbed tailless rodent resembling a true mole in habits and appearance; of eastern Europe and Middle East', 'bulky nocturnal burrowing rodent of uplands of the Pacific coast of North America; the most primitive living rodent', 'a rodent native to the mountains of Chile and Peru and now bred in captivity', 'rodent of mountains of western South America', 'any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails', 'a rodent that is a member of the family Muridae', 'beaver-like aquatic rodent of North America with dark glossy brown fur', 'a variety of rodent', 'large burrowing rodent of South America and Central America; highly esteemed as food', 'relatively large rodents with sharp erectile bristles mingled with the fur', 'any of several rodents of North American prairies living in large complex burrows having a barking cry', 'any of various long-tailed rodents similar to but larger than a mouse', 'of Florida wetlands', 'small nearly naked African mole rat of desert areas', 'a kind of arboreal rodent having a long bushy tail', 'gregarious burrowing rodent larger than the chinchillas', 'any of various amphibious rats', 'any of various small short-tailed rodents of the northern hemisphere having soft fur grey above and white below with furred tails and large ears; some are hosts for Ixodes pacificus and Ixodes scapularis (Lyme disease ticks)']"
any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails,"['any nocturnal Old World mouse of the genus Apodemus inhabiting woods and fields and gardens', 'small reddish-brown Eurasian mouse inhabiting e.g. cornfields', 'brownish-grey Old World mouse now a common household pest worldwide', 'a mouse with a genetic defect that prevents them from growing hair and also prevents them from immunologically rejecting human cells and tissues; widely used in preclinical trials', 'any of various New World woodland mice']"
any of various long-tailed rodents similar to but larger than a mouse,"['burrowing scaly-tailed rat of India and Ceylon', 'common household pest originally from Asia that has spread worldwide', 'common domestic rat; serious pest worldwide', 'large Australian rat with hind legs adapted for leaping', 'any of various rodents with cheek pouches', 'hardy agile rat of grassy marshes of Mexico and the southeastern United States']"
any of various rodents with cheek pouches,"['burrowing rodent of the family Geomyidae having large external cheek pouches; of Central America and southwestern North America', 'small silky-haired pouched rodent; similar to but smaller than kangaroo rats', 'any of various leaping rodents of desert regions of North America and Mexico; largest members of the family Heteromyidae', 'any of various small nocturnal burrowing desert rodents with cheek pouches and long hind legs and tail']"
any of various New World woodland mice,"['burrowing mouse of desert areas of southwestern United States', 'large dark mouse of southeastern United States', 'brownish New World mouse; most widely distributed member of the genus', 'very small dark greyish brown mouse resembling a house mouse; of Texas and Mexico', 'American woodland mouse with white feet and underparts']"
any of various small short-tailed rodents of the northern hemisphere having soft fur grey above and white below with furred tails and large ears; some are hosts for Ixodes pacificus and Ixodes scapularis (Lyme disease ticks),"['a wood rat with dusky feet', 'large greyish-brown wood rat of the southeastern United States', 'any of several bushy-tailed rodents of the genus Neotoma of western North America; hoards food and other objects', 'any of various small mouselike rodents of the family Cricetidae (especially of genus Microtus) having a stout short-tailed body and inconspicuous ears and inhabiting fields or meadows']"
any of various small mouselike rodents of the family Cricetidae (especially of genus Microtus) having a stout short-tailed body and inconspicuous ears and inhabiting fields or meadows,"['insectivorous mouse of western North America', 'widely distributed in grasslands of northern United States and Canada', 'any of several vole-like terrestrial or arboreal rodents of cold forested regions of Canada and western United States', 'short-tailed glossy-furred burrowing vole of the eastern United States', 'typical vole of the extended prairie region of central United States and southern Canada', 'any of several voles of mountainous regions of Eurasia and America', 'common large Eurasian vole', 'of western North America']"
any of various short-tailed furry-footed rodents of circumpolar distribution,"['of northwestern Canada and Alaska', 'notable for mass migrations even into the sea where many drown', 'Old World lemming', 'of wet alpine and subalpine meadows of Canada and Alaska', 'North American lemming having a white winter coat and some claws much enlarged', 'of low bogs and meadows of northeastern and central United States and southern Canada']"
any of various small nocturnal burrowing desert rodents with cheek pouches and long hind legs and tail,"['large stiff-haired rodent of shortgrass prairies of United States', 'large pocket mouse of Mexico', 'small rodent of open areas of United States plains states', 'small pale yellowish soft-furred rodent of southwestern United States and Mexico']"
burrowing rodent of the family Geomyidae having large external cheek pouches; of Central America and southwestern North America,"['greyish to brown gopher of western and central United States', 'gopher of chiefly grasslands of central North America', 'gopher of Alabama and Georgia and Florida', 'of valleys and mountain meadows of western United States']"
a kind of arboreal rodent having a long bushy tail,"['New World flying squirrels', 'nocturnal rodent of Asia having furry folds of skin between forelegs and hind legs enabling it to move by gliding leaps', 'terrestrial Siberian squirrel', 'a burrowing ground squirrel of western America and Asia; has cheek pouches and a light and dark stripe running down the body', 'small striped semiterrestrial eastern American squirrel with cheek pouches', 'any of various terrestrial burrowing rodents of Old and New Worlds; often destroy crops', 'any typical arboreal squirrel']"
any typical arboreal squirrel,"['of northern United States and Canada', 'fox squirrel or grey squirrel in the black color phase', 'far western United States counterpart of the red squirrel', 'common medium-large squirrel of eastern North America; now introduced into England', 'exceptionally large arboreal squirrel of eastern United States', 'common reddish-brown squirrel of Europe and parts of Asia', 'large grey squirrel of far western areas of United States']"
any of various terrestrial burrowing rodents of Old and New Worlds; often destroy crops,"['small ground squirrel of western United States', 'large ground squirrel of the North American far north', 'of sagebrush and grassland areas of western United States and Canada', 'common black-striped reddish-brown ground squirrel of western North America; resembles a large chipmunk', 'large grey ground squirrel of rocky areas of the southwestern United States', 'rather large central Eurasian ground squirrel']"
hoofed mammals having slender legs and a flat coat with a narrow mane along the back of the neck,"['hardy and sure-footed animal smaller and with longer ears than the horse', 'hybrid offspring of a male horse and a female donkey or ass; usually sterile', 'solid-hoofed herbivorous quadruped domesticated since prehistoric times', 'hybrid offspring of a male donkey and a female horse; usually sterile', 'mammal of South Africa that resembled a zebra; extinct since late 19th century', 'any of several fleet black-and-white striped African equines']"
solid-hoofed herbivorous quadruped domesticated since prehistoric times,"['a horse of a moderate reddish-brown color', 'a dark golden-brown or reddish-brown horse', 'earliest horse; extinct primitive dog-sized four-toed Eocene animal', 'a word for horse used by children or in adult slang', 'an old or over-worked horse', 'a horse kept for hire', 'horse used for pulling vehicles', 'a solid dark brown horse', 'the male of species Equus caballus', 'female equine animal', 'North American three-toed Oligocene animal; probably not directly ancestral to modern horses', 'a horse trained to a special gait in which both feet on one side leave the ground together', 'a horse of light tan or golden color with cream-colored or white mane and tail', 'a spotted or calico horse or pony', 'a small agile horse specially bred and trained for playing polo', 'a range horse of the western United States', 'any of various breeds of small gentle horses usually less than five feet high at the shoulder', 'a horse kept at an inn or post house for use by mail carriers or for rent to travelers', 'Pliocene horse approaching donkeys in size', 'a horse bred for racing', 'a horse having a brownish coat thickly sprinkled with white or gray', 'a lightweight horse kept for riding only', 'a horse of a brownish orange to light brown color', 'a horse stabled with another or one of several horses owned by the same person', 'a horse behind which a hunter hides while stalking game', 'a horse trained to run in steeplechases', 'a horse trained to lift its feet high off the ground while walking or trotting', 'undomesticated or feral domestic horse', 'a horse used for plowing and hauling and other heavy labor']"
a lightweight horse kept for riding only,"['a high-stepping horse originating in Kentucky', 'a hardy breed of saddle horse developed in western North America and characteristically having a spotted rump', 'a spirited graceful and intelligent riding horse native to Arabia', 'horse of a light yellowish dun color with dark mane and tail', 'a light saddle horse trained for herding cattle', 'an emaciated horse likely soon to become carrion and so attractive to crows', 'horse of a dull brownish grey color', 'horse of a light gray or whitish color', 'a saddle horse used for transportation rather than sport etc.', 'a compact and sturdy saddle horse that is bred and trained in Vienna; smart and docile and excellent for dressage', 'an American breed of small compact saddle horses', 'especially a light saddle horse for a woman', 'a mettlesome or fiery horse', 'a small powerful horse originally bred for sprinting in quarter-mile races in Virginia', 'a fresh horse especially (formerly) to replace one killed or injured in battle', 'a horse marked by stamina and trained to move at a fast running walk', 'horse used in war']"
a horse bred for racing,"['a racehorse about which little is known', 'a racehorse that runs well on a muddy racetrack', 'a horse that fails to run in a race for which it has been entered', 'a horse used to set the pace in racing', 'an informal term for a racehorse', 'a racehorse belonging to a breed that originated from a cross between Arabian stallions and English mares', 'a racehorse that is three years old', 'a horse trained to trot; especially a horse trained for harness racing', 'a racehorse that is two years old', 'a racehorse considered one year old until the second Jan. 1 following its birth']"
a horse used for plowing and hauling and other heavy labor,"['horse adapted for drawing heavy loads', 'a quiet plodding workhorse', 'a workhorse used as a pack animal', 'a horse used to pull a plow']"
horse adapted for drawing heavy loads,"['draft horse kept for pulling carts', 'heavy feathered-legged breed of draft horse originally from Scotland', 'strong draft horse for drawing coaches', 'one of a breed of grey or black draft horses originally used in France to draw heavy coaches or artillery', 'a draft horse harnessed alongside the shaft or pole of a vehicle', 'British breed of large heavy draft horse', 'a draft horse harnessed behind others and nearest the wheels of a vehicle']"
hardy and sure-footed animal smaller and with longer ears than the horse,"['domestic beast of burden descended from the African wild ass; patient but stubborn', 'male donkey', 'female donkey', 'any of several equine mammals of Asia and northeast Africa']"
massive powerful herbivorous odd-toed ungulate of southeast Asia and Africa having very thick skin and one or two horns on the snout,"['African rhino; in danger of extinction', 'having one horn', 'large light-grey African rhinoceros having two horns; endangered; sometimes placed in genus Diceros', 'extinct thick-haired species of Arctic regions']"
placental mammal having hooves with an even number of functional toes on each foot,"['cud-chewing mammal used as a draft or saddle animal in desert regions', 'massive thick-skinned herbivorous animal living in or around rivers of tropical Africa', 'wild or domesticated South American cud-chewing animal related to camels but smaller and lacking a hump', 'nocturnal gregarious pig-like wild animals of North America and South America', 'any of various cud-chewing hoofed mammals having a stomach divided into four (occasionally three) compartments', 'stout-bodied short-legged omnivorous animals', 'small wild cud-chewing Andean animal similar to the guanaco but smaller; valued for its fleecy undercoat']"
